x,y,z
2.763819095477391130e-01,-1.984924623115577713e+00,-2.004909413457423573e-01
3.266331658291461437e-01,-1.984924623115577713e+00,-2.020251481442053021e-01
3.768844221105531744e-01,-1.984924623115577713e+00,-2.038136416898231051e-01
4.271356783919602051e-01,-1.984924623115577713e+00,-2.058558963023963961e-01
4.773869346733672359e-01,-1.984924623115577713e+00,-2.081513885192577962e-01
5.276381909547742666e-01,-1.984924623115577713e+00,-2.106996170908863042e-01
5.778894472361812973e-01,-1.984924623115577713e+00,-2.135001202726780345e-01
6.281407035175883280e-01,-1.984924623115577713e+00,-2.165524896556069723e-01
6.783919597989953587e-01,-1.984924623115577713e+00,-2.198563800778989274e-01
7.286432160804023894e-01,-1.984924623115577713e+00,-2.234115154653594781e-01
7.788944723618094201e-01,-1.984924623115577713e+00,-2.272176907330780149e-01
8.291457286432164508e-01,-1.984924623115577713e+00,-2.312747701240186471e-01
8.793969849246234816e-01,-1.984924623115577713e+00,-2.355826825450575701e-01
9.296482412060305123e-01,-1.984924623115577713e+00,-2.401414145801692435e-01
9.798994974874375430e-01,-1.984924623115577713e+00,-2.449510019126881766e-01
1.030150753768844574e+00,-1.984924623115577713e+00,-2.500115198791851845e-01
1.080402010050251604e+00,-1.984924623115577713e+00,-2.553230738166613611e-01
1.130653266331658635e+00,-1.984924623115577713e+00,-2.608857897657546610e-01
1.180904522613065666e+00,-1.984924623115577713e+00,-2.666998059700125268e-01
1.231155778894472697e+00,-1.984924623115577713e+00,-2.727652654791806186e-01
1.281407035175879727e+00,-1.984924623115577713e+00,-2.790823100353304054e-01
1.331658291457286758e+00,-1.984924623115577713e+00,-2.856510753043099426e-01
1.381909547738693789e+00,-1.984924623115577713e+00,-2.924716874181987891e-01
1.432160804020100819e+00,-1.984924623115577713e+00,-2.995442607207826624e-01
1.482412060301507850e+00,-1.984924623115577713e+00,-3.068688965583550865e-01
1.532663316582914881e+00,-1.984924623115577713e+00,-3.144456829309101864e-01
1.582914572864321912e+00,-1.984924623115577713e+00,-3.222746948109244669e-01
1.633165829145728942e+00,-1.984924623115577713e+00,-3.303559949443685140e-01
1.683417085427135973e+00,-1.984924623115577713e+00,-3.386896349669753503e-01
1.733668341708543004e+00,-1.984924623115577713e+00,-3.472756566938760003e-01
1.783919597989950034e+00,-1.984924623115577713e+00,-3.561140934688141746e-01
1.834170854271357065e+00,-1.984924623115577713e+00,-3.652049714872844244e-01
1.884422110552764096e+00,-1.984924623115577713e+00,-3.745483110339537514e-01
1.934673366834171127e+00,-1.984924623115577713e+00,-3.841441275972464764e-01
1.984924623115578157e+00,-1.984924623115577713e+00,-3.939924328423168309e-01
2.035175879396985188e+00,-1.984924623115577713e+00,-4.040932354376761682e-01
2.085427135678392219e+00,-1.984924623115577713e+00,-4.144465417407374175e-01
2.135678391959799249e+00,-1.984924623115577713e+00,-4.250523563540268279e-01
2.185929648241206280e+00,-1.984924623115577713e+00,-4.359106825674158858e-01
2.236180904522613311e+00,-1.984924623115577713e+00,-4.470215227031389960e-01
2.286432160804020342e+00,-1.984924623115577713e+00,-4.583848783801970916e-01
2.336683417085427372e+00,-1.984924623115577713e+00,-4.700007507135636198e-01
2.386934673366834403e+00,-1.984924623115577713e+00,-4.818691404618428709e-01
2.437185929648241434e+00,-1.984924623115577713e+00,-4.939900481350112948e-01
2.487437185929648464e+00,-1.984924623115577713e+00,-5.063634740718478966e-01
2.537688442211055495e+00,-1.984924623115577713e+00,-5.189894184947642097e-01
2.587939698492462526e+00,-1.984924623115577713e+00,-5.318678815480746280e-01
2.638190954773869557e+00,-1.984924623115577713e+00,-5.449988633243370018e-01
2.688442211055276587e+00,-1.984924623115577713e+00,-5.583823638822326130e-01
2.738693467336683618e+00,-1.984924623115577713e+00,-5.720183832585399308e-01
2.788944723618090649e+00,-1.984924623115577713e+00,-5.859069214760486144e-01
2.839195979899497679e+00,-1.984924623115577713e+00,-6.000479785487202733e-01
2.889447236180904710e+00,-1.984924623115577713e+00,-6.144415544850130306e-01
2.939698492462311741e+00,-1.984924623115577713e+00,-6.290876492899921679e-01
2.989949748743718771e+00,-1.984924623115577713e+00,-6.439862629666588401e-01
3.040201005025126690e+00,-1.984924623115577713e+00,-6.591373955167705301e-01
3.090452261306532833e+00,-1.984924623115577713e+00,-6.745410469413446464e-01
3.140703517587940752e+00,-1.984924623115577713e+00,-6.901972172409656103e-01
3.190954773869346894e+00,-1.984924623115577713e+00,-7.061059064159631582e-01
3.241206030150754813e+00,-1.984924623115577713e+00,-7.222671144665230303e-01
3.291457286432160956e+00,-1.984924623115577713e+00,-7.386808413927469230e-01
3.341708542713568875e+00,-1.984924623115577713e+00,-7.553470871946924570e-01
3.391959798994975017e+00,-1.984924623115577713e+00,-7.722658518723890531e-01
3.442211055276382936e+00,-1.984924623115577713e+00,-7.894371354258540308e-01
3.492462311557789079e+00,-1.984924623115577713e+00,-8.068609378550950506e-01
3.542713567839196998e+00,-1.984924623115577713e+00,-8.245372591601176637e-01
3.592964824120603140e+00,-1.984924623115577713e+00,-8.424660993409235354e-01
3.643216080402011059e+00,-1.984924623115577713e+00,-8.606474583975143311e-01
3.693467336683417201e+00,-1.984924623115577713e+00,-8.790813363298901617e-01
3.743718592964825120e+00,-1.984924623115577713e+00,-8.977677331380522485e-01
3.793969849246231263e+00,-1.984924623115577713e+00,-9.167066488219993703e-01
3.844221105527639182e+00,-1.984924623115577713e+00,-9.358980833817330813e-01
3.894472361809045324e+00,-1.984924623115577713e+00,-9.553420368172520494e-01
3.944723618090453243e+00,-1.984924623115577713e+00,-9.750385091285578287e-01
3.994974874371859386e+00,-1.984924623115577713e+00,-9.949875003156485320e-01
4.045226130653267305e+00,-1.984924623115577713e+00,-1.015189010378526158e+00
4.095477386934673447e+00,-1.984924623115577713e+00,-1.035643039317188929e+00
4.145728643216081366e+00,-1.984924623115577713e+00,-1.056349587131638401e+00
4.195979899497487509e+00,-1.984924623115577713e+00,-1.077308653821873019e+00
4.246231155778895427e+00,-1.984924623115577713e+00,-1.098520239387894559e+00
4.296482412060301570e+00,-1.984924623115577713e+00,-1.119984343829701245e+00
4.346733668341709489e+00,-1.984924623115577713e+00,-1.141700967147294632e+00
4.396984924623115631e+00,-1.984924623115577713e+00,-1.163670109340673164e+00
4.447236180904523550e+00,-1.984924623115577713e+00,-1.185891770409838397e+00
4.497487437185929693e+00,-1.984924623115577713e+00,-1.208365950354788998e+00
4.547738693467337612e+00,-1.984924623115577713e+00,-1.231092649175526299e+00
4.597989949748743754e+00,-1.984924623115577713e+00,-1.254071866872048746e+00
4.648241206030151673e+00,-1.984924623115577713e+00,-1.277303603444357893e+00
4.698492462311557816e+00,-1.984924623115577713e+00,-1.300787858892452187e+00
4.748743718592965735e+00,-1.984924623115577713e+00,-1.324524633216333402e+00
4.798994974874371877e+00,-1.984924623115577713e+00,-1.348513926415999542e+00
4.849246231155779796e+00,-1.984924623115577713e+00,-1.372755738491452604e+00
4.899497487437185939e+00,-1.984924623115577713e+00,-1.397250069442690812e+00
4.949748743718593857e+00,-1.984924623115577713e+00,-1.421996919269715942e+00
5.000000000000000000e+00,-1.984924623115577713e+00,-1.446996287972525774e+00
-5.000000000000000000e+00,-1.934673366834170682e+00,-1.437148051816873329e+00
-4.949748743718592969e+00,-1.934673366834170682e+00,-1.412148683114062830e+00
-4.899497487437185939e+00,-1.934673366834170682e+00,-1.387401833287038144e+00
-4.849246231155778908e+00,-1.934673366834170682e+00,-1.362907502335799492e+00
-4.798994974874371877e+00,-1.934673366834170682e+00,-1.338665690260346874e+00
-4.748743718592964846e+00,-1.934673366834170682e+00,-1.314676397060680291e+00
-4.698492462311557816e+00,-1.934673366834170682e+00,-1.290939622736799519e+00
-4.648241206030150785e+00,-1.934673366834170682e+00,-1.267455367288704782e+00
-4.597989949748743754e+00,-1.934673366834170682e+00,-1.244223630716396078e+00
-4.547738693467336724e+00,-1.934673366834170682e+00,-1.221244413019873187e+00
-4.497487437185929693e+00,-1.934673366834170682e+00,-1.198517714199136552e+00
-4.447236180904522662e+00,-1.934673366834170682e+00,-1.176043534254185507e+00
-4.396984924623115631e+00,-1.934673366834170682e+00,-1.153821873185020497e+00
-4.346733668341708601e+00,-1.934673366834170682e+00,-1.131852730991641520e+00
-4.296482412060301570e+00,-1.934673366834170682e+00,-1.110136107674048578e+00
-4.246231155778894539e+00,-1.934673366834170682e+00,-1.088672003232241448e+00
-4.195979899497487509e+00,-1.934673366834170682e+00,-1.067460417666220573e+00
-4.145728643216080478e+00,-1.934673366834170682e+00,-1.046501350975985511e+00
-4.095477386934673447e+00,-1.934673366834170682e+00,-1.025794803161536262e+00
-4.045226130653266416e+00,-1.934673366834170682e+00,-1.005340774222873268e+00
-3.994974874371859386e+00,-1.934673366834170682e+00,-9.851392641599959754e-01
-3.944723618090452355e+00,-1.934673366834170682e+00,-9.651902729729048280e-01
-3.894472361809045324e+00,-1.934673366834170682e+00,-9.454938006615993817e-01
-3.844221105527638294e+00,-1.934673366834170682e+00,-9.260498472260799696e-01
-3.793969849246231263e+00,-1.934673366834170682e+00,-9.068584126663465916e-01
-3.743718592964824232e+00,-1.934673366834170682e+00,-8.879194969823992478e-01
-3.693467336683417201e+00,-1.934673366834170682e+00,-8.692331001742373831e-01
-3.643216080402010171e+00,-1.934673366834170682e+00,-8.507992222418608863e-01
-3.592964824120603140e+00,-1.934673366834170682e+00,-8.326178631852696466e-01
-3.542713567839196109e+00,-1.934673366834170682e+00,-8.146890230044626646e-01
-3.492462311557789079e+00,-1.934673366834170682e+00,-7.970127016994377200e-01
-3.442211055276382048e+00,-1.934673366834170682e+00,-7.795888992701918152e-01
-3.391959798994975017e+00,-1.934673366834170682e+00,-7.624176157167178447e-01
-3.341708542713567986e+00,-1.934673366834170682e+00,-7.454988510390031520e-01
-3.291457286432160956e+00,-1.934673366834170682e+00,-7.288326052370234232e-01
-3.241206030150753925e+00,-1.934673366834170682e+00,-7.124188783107330281e-01
-3.190954773869346894e+00,-1.934673366834170682e+00,-6.962576702600489220e-01
-3.140703517587939864e+00,-1.934673366834170682e+00,-6.803489810848187824e-01
-3.090452261306532833e+00,-1.934673366834170682e+00,-6.646928107847677181e-01
-3.040201005025125802e+00,-1.934673366834170682e+00,-6.492891593594061206e-01
-2.989949748743718327e+00,-1.934673366834170682e+00,-6.341380268078685711e-01
-2.939698492462311297e+00,-1.934673366834170682e+00,-6.192394131286457215e-01
-2.889447236180904266e+00,-1.934673366834170682e+00,-6.045933183191314342e-01
-2.839195979899497235e+00,-1.934673366834170682e+00,-5.901997423748763794e-01
-2.788944723618090205e+00,-1.934673366834170682e+00,-5.760586852883686770e-01
-2.738693467336683174e+00,-1.934673366834170682e+00,-5.621701470470675810e-01
-2.688442211055276143e+00,-1.934673366834170682e+00,-5.485341276302705404e-01
-2.638190954773869112e+00,-1.934673366834170682e+00,-5.351506270041852531e-01
-2.587939698492462082e+00,-1.934673366834170682e+00,-5.220196451142762317e-01
-2.537688442211055051e+00,-1.934673366834170682e+00,-5.091411818735318562e-01
-2.487437185929648020e+00,-1.934673366834170682e+00,-4.965152371447074109e-01
-2.437185929648240990e+00,-1.934673366834170682e+00,-4.841418107138139026e-01
-2.386934673366833959e+00,-1.934673366834170682e+00,-4.720209022510608032e-01
-2.336683417085426928e+00,-1.934673366834170682e+00,-4.601525112541077212e-01
-2.286432160804019897e+00,-1.934673366834170682e+00,-4.485366369667636022e-01
-2.236180904522612867e+00,-1.934673366834170682e+00,-4.371732782641732928e-01
-2.185929648241205836e+00,-1.934673366834170682e+00,-4.260624334930583901e-01
-2.135678391959798805e+00,-1.934673366834170682e+00,-4.152041002527713243e-01
-2.085427135678391775e+00,-1.934673366834170682e+00,-4.045982750999121413e-01
-2.035175879396984744e+00,-1.934673366834170682e+00,-3.942449531562728926e-01
-1.984924623115577713e+00,-1.934673366834170682e+00,-3.841441275972464209e-01
-1.934673366834170682e+00,-1.934673366834170682e+00,-3.742957889960863427e-01
-1.884422110552763652e+00,-1.934673366834170682e+00,-3.646999244991598887e-01
-1.834170854271356621e+00,-1.934673366834170682e+00,-3.553565168094233728e-01
-1.783919597989949590e+00,-1.934673366834170682e+00,-3.462655429607047197e-01
-1.733668341708542560e+00,-1.934673366834170682e+00,-3.374269728749820230e-01
-1.683417085427135529e+00,-1.934673366834170682e+00,-3.288407677096825132e-01
-1.633165829145728498e+00,-1.934673366834170682e+00,-3.205068780228391145e-01
-1.582914572864321467e+00,-1.934673366834170682e+00,-3.124252418111456153e-01
-1.532663316582914437e+00,-1.934673366834170682e+00,-3.045957825093473792e-01
-1.482412060301507406e+00,-1.934673366834170682e+00,-2.970184070779745555e-01
-1.432160804020100375e+00,-1.934673366834170682e+00,-2.896930043481446004e-01
-1.381909547738693345e+00,-1.934673366834170682e+00,-2.826194438338242576e-01
-1.331658291457286314e+00,-1.934673366834170682e+00,-2.757975752591423357e-01
-1.281407035175879283e+00,-1.934673366834170682e+00,-2.692272290755988173e-01
-1.231155778894472252e+00,-1.934673366834170682e+00,-2.629082182550598890e-01
-1.180904522613065222e+00,-1.934673366834170682e+00,-2.568403416327582622e-01
-1.130653266331658191e+00,-1.934673366834170682e+00,-2.510233890341277418e-01
-1.080402010050251160e+00,-1.934673366834170682e+00,-2.454571483455877667e-01
-1.030150753768844130e+00,-1.934673366834170682e+00,-2.401414145801691880e-01
-9.798994974874366548e-01,-1.934673366834170682e+00,-2.350760008453272876e-01
-9.296482412060296241e-01,-1.934673366834170682e+00,-2.302607509477855863e-01
-8.793969849246225934e-01,-1.934673366834170682e+00,-2.256955531787838976e-01
-8.291457286432155627e-01,-1.934673366834170682e+00,-2.213803546272190004e-01
-7.788944723618085320e-01,-1.934673366834170682e+00,-2.173151751863188486e-01
-7.286432160804015012e-01,-1.934673366834170682e+00,-2.135001202726780067e-01
-6.783919597989944705e-01,-1.934673366834170682e+00,-2.099353911862765487e-01
-6.281407035175874398e-01,-1.934673366834170682e+00,-2.066212920261847330e-01
-5.778894472361804091e-01,-1.934673366834170682e+00,-2.035582321540941042e-01
-5.276381909547733784e-01,-1.934673366834170682e+00,-2.007467233744778257e-01
-4.773869346733663477e-01,-1.934673366834170682e+00,-1.981873712745767235e-01
-4.271356783919593170e-01,-1.934673366834170682e+00,-1.958808605274092729e-01
-3.768844221105522863e-01,-1.934673366834170682e+00,-1.938279343837241986e-01
-3.266331658291452555e-01,-1.934673366834170682e+00,-1.920293690318332358e-01
-2.763819095477382248e-01,-1.934673366834170682e+00,-1.904859439481955130e-01
-2.261306532663311941e-01,-1.934673366834170682e+00,-1.891984097538982057e-01
-1.758793969849241634e-01,-1.934673366834170682e+00,-1.881674553915576864e-01
-1.256281407035171327e-01,-1.934673366834170682e+00,-1.873936766085793904e-01
-7.537688442211010198e-02,-1.934673366834170682e+00,-1.868775477517023997e-01
-2.512562814070307127e-02,-1.934673366834170682e+00,-1.866193987339263283e-01
2.512562814070395945e-02,-1.934673366834170682e+00,-1.866193987339263283e-01
7.537688442211099016e-02,-1.934673366834170682e+00,-1.868775477517023997e-01
1.256281407035180209e-01,-1.934673366834170682e+00,-1.873936766085793904e-01
1.758793969849250516e-01,-1.934673366834170682e+00,-1.881674553915577142e-01
2.261306532663320823e-01,-1.934673366834170682e+00,-1.891984097538982057e-01
2.763819095477391130e-01,-1.934673366834170682e+00,-1.904859439481955408e-01
3.266331658291461437e-01,-1.934673366834170682e+00,-1.920293690318332636e-01
3.768844221105531744e-01,-1.934673366834170682e+00,-1.938279343837242263e-01
4.271356783919602051e-01,-1.934673366834170682e+00,-1.958808605274093007e-01
4.773869346733672359e-01,-1.934673366834170682e+00,-1.981873712745767790e-01
5.276381909547742666e-01,-1.934673366834170682e+00,-2.007467233744778534e-01
5.778894472361812973e-01,-1.934673366834170682e+00,-2.035582321540941597e-01
6.281407035175883280e-01,-1.934673366834170682e+00,-2.066212920261848163e-01
6.783919597989953587e-01,-1.934673366834170682e+00,-2.099353911862766042e-01
7.286432160804023894e-01,-1.934673366834170682e+00,-2.135001202726780900e-01
7.788944723618094201e-01,-1.934673366834170682e+00,-2.173151751863189041e-01
8.291457286432164508e-01,-1.934673366834170682e+00,-2.213803546272190836e-01
8.793969849246234816e-01,-1.934673366834170682e+00,-2.256955531787839808e-01
9.296482412060305123e-01,-1.934673366834170682e+00,-2.302607509477856695e-01
9.798994974874375430e-01,-1.934673366834170682e+00,-2.350760008453273708e-01
1.030150753768844574e+00,-1.934673366834170682e+00,-2.401414145801692435e-01
1.080402010050251604e+00,-1.934673366834170682e+00,-2.454571483455878500e-01
1.130653266331658635e+00,-1.934673366834170682e+00,-2.510233890341278529e-01
1.180904522613065666e+00,-1.934673366834170682e+00,-2.568403416327583177e-01
1.231155778894472697e+00,-1.934673366834170682e+00,-2.629082182550599445e-01
1.281407035175879727e+00,-1.934673366834170682e+00,-2.692272290755988728e-01
1.331658291457286758e+00,-1.934673366834170682e+00,-2.757975752591423912e-01
1.381909547738693789e+00,-1.934673366834170682e+00,-2.826194438338243131e-01
1.432160804020100819e+00,-1.934673366834170682e+00,-2.896930043481447115e-01
1.482412060301507850e+00,-1.934673366834170682e+00,-2.970184070779746666e-01
1.532663316582914881e+00,-1.934673366834170682e+00,-3.045957825093474902e-01
1.582914572864321912e+00,-1.934673366834170682e+00,-3.124252418111456708e-01
1.633165829145728942e+00,-1.934673366834170682e+00,-3.205068780228392256e-01
1.683417085427135973e+00,-1.934673366834170682e+00,-3.288407677096826243e-01
1.733668341708543004e+00,-1.934673366834170682e+00,-3.374269728749820785e-01
1.783919597989950034e+00,-1.934673366834170682e+00,-3.462655429607047752e-01
1.834170854271357065e+00,-1.934673366834170682e+00,-3.553565168094234838e-01
1.884422110552764096e+00,-1.934673366834170682e+00,-3.646999244991599443e-01
1.934673366834171127e+00,-1.934673366834170682e+00,-3.742957889960864537e-01
1.984924623115578157e+00,-1.934673366834170682e+00,-3.841441275972464764e-01
2.035175879396985188e+00,-1.934673366834170682e+00,-3.942449531562730036e-01
2.085427135678392219e+00,-1.934673366834170682e+00,-4.045982750999123079e-01
2.135678391959799249e+00,-1.934673366834170682e+00,-4.152041002527713798e-01
2.185929648241206280e+00,-1.934673366834170682e+00,-4.260624334930585011e-01
2.236180904522613311e+00,-1.934673366834170682e+00,-4.371732782641734039e-01
2.286432160804020342e+00,-1.934673366834170682e+00,-4.485366369667637132e-01
2.336683417085427372e+00,-1.934673366834170682e+00,-4.601525112541078322e-01
2.386934673366834403e+00,-1.934673366834170682e+00,-4.720209022510608032e-01
2.437185929648241434e+00,-1.934673366834170682e+00,-4.841418107138140137e-01
2.487437185929648464e+00,-1.934673366834170682e+00,-4.965152371447075219e-01
2.537688442211055495e+00,-1.934673366834170682e+00,-5.091411818735319672e-01
2.587939698492462526e+00,-1.934673366834170682e+00,-5.220196451142763427e-01
2.638190954773869557e+00,-1.934673366834170682e+00,-5.351506270041853641e-01
2.688442211055276587e+00,-1.934673366834170682e+00,-5.485341276302706515e-01
2.738693467336683618e+00,-1.934673366834170682e+00,-5.621701470470678030e-01
2.788944723618090649e+00,-1.934673366834170682e+00,-5.760586852883687881e-01
2.839195979899497679e+00,-1.934673366834170682e+00,-5.901997423748764904e-01
2.889447236180904710e+00,-1.934673366834170682e+00,-6.045933183191316562e-01
2.939698492462311741e+00,-1.934673366834170682e+00,-6.192394131286459436e-01
2.989949748743718771e+00,-1.934673366834170682e+00,-6.341380268078686822e-01
3.040201005025126690e+00,-1.934673366834170682e+00,-6.492891593594063426e-01
3.090452261306532833e+00,-1.934673366834170682e+00,-6.646928107847677181e-01
3.140703517587940752e+00,-1.934673366834170682e+00,-6.803489810848190045e-01
3.190954773869346894e+00,-1.934673366834170682e+00,-6.962576702600489220e-01
3.241206030150754813e+00,-1.934673366834170682e+00,-7.124188783107333611e-01
3.291457286432160956e+00,-1.934673366834170682e+00,-7.288326052370234232e-01
3.341708542713568875e+00,-1.934673366834170682e+00,-7.454988510390034850e-01
3.391959798994975017e+00,-1.934673366834170682e+00,-7.624176157167178447e-01
3.442211055276382936e+00,-1.934673366834170682e+00,-7.795888992701921483e-01
3.492462311557789079e+00,-1.934673366834170682e+00,-7.970127016994377200e-01
3.542713567839196998e+00,-1.934673366834170682e+00,-8.146890230044628867e-01
3.592964824120603140e+00,-1.934673366834170682e+00,-8.326178631852696466e-01
3.643216080402011059e+00,-1.934673366834170682e+00,-8.507992222418612194e-01
3.693467336683417201e+00,-1.934673366834170682e+00,-8.692331001742373831e-01
3.743718592964825120e+00,-1.934673366834170682e+00,-8.879194969823995809e-01
3.793969849246231263e+00,-1.934673366834170682e+00,-9.068584126663465916e-01
3.844221105527639182e+00,-1.934673366834170682e+00,-9.260498472260804137e-01
3.894472361809045324e+00,-1.934673366834170682e+00,-9.454938006615993817e-01
3.944723618090453243e+00,-1.934673366834170682e+00,-9.651902729729051611e-01
3.994974874371859386e+00,-1.934673366834170682e+00,-9.851392641599959754e-01
4.045226130653267305e+00,-1.934673366834170682e+00,-1.005340774222873490e+00
4.095477386934673447e+00,-1.934673366834170682e+00,-1.025794803161536262e+00
4.145728643216081366e+00,-1.934673366834170682e+00,-1.046501350975985734e+00
4.195979899497487509e+00,-1.934673366834170682e+00,-1.067460417666220573e+00
4.246231155778895427e+00,-1.934673366834170682e+00,-1.088672003232242114e+00
4.296482412060301570e+00,-1.934673366834170682e+00,-1.110136107674048578e+00
4.346733668341709489e+00,-1.934673366834170682e+00,-1.131852730991642186e+00
4.396984924623115631e+00,-1.934673366834170682e+00,-1.153821873185020497e+00
4.447236180904523550e+00,-1.934673366834170682e+00,-1.176043534254185952e+00
4.497487437185929693e+00,-1.934673366834170682e+00,-1.198517714199136552e+00
4.547738693467337612e+00,-1.934673366834170682e+00,-1.221244413019873631e+00
4.597989949748743754e+00,-1.934673366834170682e+00,-1.244223630716396078e+00
4.648241206030151673e+00,-1.934673366834170682e+00,-1.267455367288705226e+00
4.698492462311557816e+00,-1.934673366834170682e+00,-1.290939622736799519e+00
4.748743718592965735e+00,-1.934673366834170682e+00,-1.314676397060680735e+00
4.798994974874371877e+00,-1.934673366834170682e+00,-1.338665690260346874e+00
4.849246231155779796e+00,-1.934673366834170682e+00,-1.362907502335799936e+00
4.899497487437185939e+00,-1.934673366834170682e+00,-1.387401833287038144e+00
4.949748743718593857e+00,-1.934673366834170682e+00,-1.412148683114063275e+00
5.000000000000000000e+00,-1.934673366834170682e+00,-1.437148051816873329e+00
-5.000000000000000000e+00,-1.884422110552763652e+00,-1.427552334537006695e+00
-4.949748743718592969e+00,-1.884422110552763652e+00,-1.402552965834196197e+00
-4.899497487437185939e+00,-1.884422110552763652e+00,-1.377806116007171511e+00
-4.849246231155778908e+00,-1.884422110552763652e+00,-1.353311785055932859e+00
-4.798994974874371877e+00,-1.884422110552763652e+00,-1.329069972980480241e+00
-4.748743718592964846e+00,-1.884422110552763652e+00,-1.305080679780813657e+00
-4.698492462311557816e+00,-1.884422110552763652e+00,-1.281343905456932886e+00
-4.648241206030150785e+00,-1.884422110552763652e+00,-1.257859650008838148e+00
-4.597989949748743754e+00,-1.884422110552763652e+00,-1.234627913436529445e+00
-4.547738693467336724e+00,-1.884422110552763652e+00,-1.211648695740006554e+00
-4.497487437185929693e+00,-1.884422110552763652e+00,-1.188921996919269919e+00
-4.447236180904522662e+00,-1.884422110552763652e+00,-1.166447816974318874e+00
-4.396984924623115631e+00,-1.884422110552763652e+00,-1.144226155905153863e+00
-4.346733668341708601e+00,-1.884422110552763652e+00,-1.122257013711774887e+00
-4.296482412060301570e+00,-1.884422110552763652e+00,-1.100540390394181944e+00
-4.246231155778894539e+00,-1.884422110552763652e+00,-1.079076285952374814e+00
-4.195979899497487509e+00,-1.884422110552763652e+00,-1.057864700386353940e+00
-4.145728643216080478e+00,-1.884422110552763652e+00,-1.036905633696118878e+00
-4.095477386934673447e+00,-1.884422110552763652e+00,-1.016199085881669628e+00
-4.045226130653266416e+00,-1.884422110552763652e+00,-9.957450569430065235e-01
-3.994974874371859386e+00,-1.884422110552763652e+00,-9.755435468801293419e-01
-3.944723618090452355e+00,-1.884422110552763652e+00,-9.555945556930380835e-01
-3.894472361809045324e+00,-1.884422110552763652e+00,-9.358980833817327483e-01
-3.844221105527638294e+00,-1.884422110552763652e+00,-9.164541299462133361e-01
-3.793969849246231263e+00,-1.884422110552763652e+00,-8.972626953864799582e-01
-3.743718592964824232e+00,-1.884422110552763652e+00,-8.783237797025321703e-01
-3.693467336683417201e+00,-1.884422110552763652e+00,-8.596373828943701945e-01
-3.643216080402010171e+00,-1.884422110552763652e+00,-8.412035049619934757e-01
-3.592964824120603140e+00,-1.884422110552763652e+00,-8.230221459054014588e-01
-3.542713567839196109e+00,-1.884422110552763652e+00,-8.050933057245925895e-01
-3.492462311557789079e+00,-1.884422110552763652e+00,-7.874169844195643142e-01
-3.442211055276382048e+00,-1.884422110552763652e+00,-7.699931819903117480e-01
-3.391959798994975017e+00,-1.884422110552763652e+00,-7.528218984368245659e-01
-3.341708542713567986e+00,-1.884422110552763652e+00,-7.359031337590841160e-01
-3.291457286432160956e+00,-1.884422110552763652e+00,-7.192368879570546492e-01
-3.241206030150753925e+00,-1.884422110552763652e+00,-7.028231610306694410e-01
-3.190954773869346894e+00,-1.884422110552763652e+00,-6.866619529798064780e-01
-3.140703517587939864e+00,-1.884422110552763652e+00,-6.707532638042419393e-01
-3.090452261306532833e+00,-1.884422110552763652e+00,-6.550970935035728138e-01
-3.040201005025125802e+00,-1.884422110552763652e+00,-6.396934420770800100e-01
-2.989949748743718327e+00,-1.884422110552763652e+00,-6.245423095234932109e-01
-2.939698492462311297e+00,-1.884422110552763652e+00,-6.096436958405971884e-01
-2.889447236180904266e+00,-1.884422110552763652e+00,-5.949976010245658919e-01
-2.839195979899497235e+00,-1.884422110552763652e+00,-5.806040250688684345e-01
-2.788944723618090205e+00,-1.884422110552763652e+00,-5.664629679624781922e-01
-2.738693467336683174e+00,-1.884422110552763652e+00,-5.525744296869866679e-01
-2.688442211055276143e+00,-1.884422110552763652e+00,-5.389384102120047260e-01
-2.638190954773869112e+00,-1.884422110552763652e+00,-5.255549094879287120e-01
-2.587939698492462082e+00,-1.884422110552763652e+00,-5.124239274347066608e-01
-2.537688442211055051e+00,-1.884422110552763652e+00,-4.995454639246142969e-01
-2.487437185929648020e+00,-1.884422110552763652e+00,-4.869195187561911609e-01
-2.437185929648240990e+00,-1.884422110552763652e+00,-4.745460916153241837e-01
-2.386934673366833959e+00,-1.884422110552763652e+00,-4.624251820179156036e-01
-2.336683417085426928e+00,-1.884422110552763652e+00,-4.505567892265832652e-01
-2.286432160804019897e+00,-1.884422110552763652e+00,-4.389409121313187501e-01
-2.236180904522612867e+00,-1.884422110552763652e+00,-4.275775490809539114e-01
-2.185929648241205836e+00,-1.884422110552763652e+00,-4.164666976486516292e-01
-2.135678391959798805e+00,-1.884422110552763652e+00,-4.056083543105154510e-01
-2.085427135678391775e+00,-1.884422110552763652e+00,-3.950025140119998723e-01
-2.035175879396984744e+00,-1.884422110552763652e+00,-3.846491695924124099e-01
-1.984924623115577713e+00,-1.884422110552763652e+00,-3.745483110339536958e-01
-1.934673366834170682e+00,-1.884422110552763652e+00,-3.646999244991598887e-01
-1.884422110552763652e+00,-1.884422110552763652e+00,-3.551039911202606980e-01
-1.834170854271356621e+00,-1.884422110552763652e+00,-3.457604855070305905e-01
-1.783919597989949590e+00,-1.884422110552763652e+00,-3.366693739475640768e-01
-1.733668341708542560e+00,-1.884422110552763652e+00,-3.278306122905147446e-01
-1.683417085427135529e+00,-1.884422110552763652e+00,-3.192441435191049615e-01
-1.633165829145728498e+00,-1.884422110552763652e+00,-3.109098950577695031e-01
